"Date","Ship","Tons","Nationality","U.Boat","Commander","Fate","Latitude","Longitude"
1943-04-12,"Fresno City",7261,"UK","U-563","Götz von Hartmann","Damaged",NA,NA
1943-04-12,"Fresno City",7261,"UK","U-706","Alexander von Zitzewitz","Sunk",-30,54.25
1943-04-18,"Fort Rampart",7134,"UK","U-226","Rolf Borchers","Sunk",-22,47.4666666666667
1943-04-18,"HMS P-615",683,"UK","U-123","Horst von Schroeter","Sunk",-13.15,6.81666666666667
1943-04-18,"Empire Bruce",7459,"UK","U-123","Horst von Schroeter","Sunk",-13.2833333333333,6.66666666666667
1943-04-18,"Corbis",8132,"UK","U-180","Werner Musenberg","Sunk",34.05,-34.9333333333333
1943-04-19,"Robert Gray",7176,"USA","U-108","Ralf-Reimar Wolfram","Sunk",NA,NA
1943-04-20,"Sidi-Bel-AbbÃ¨s",4392,"France","U-565","Wilhelm Franken","Sunk",-1.41666666666667,35.9833333333333
1943-04-20,"Michigan",5594,"USA","U-565","Wilhelm Franken","Sunk",-1.41666666666667,35.9833333333333
1943-04-21,"Scebeli",3025,"Norway","U-191","Helmut Fiehn","Sunk",-44.4333333333333,56.1166666666667
1940-09-26,"Ashantian",4917,"UK","U-137","Herbert Wohlfarth","Damaged",NA,NA
1943-04-21,"Ashantian",4917,"UK","U-415","Kurt Neide","Sunk",-45.2333333333333,55.7666666666667
1943-04-21,"Wanstead",5486,"UK","U-415","Kurt Neide","Damaged",NA,NA
1943-04-21,"Wanstead",5486,"UK","U-413","Gustav Poel","Sunk",-45.2333333333333,55.7666666666667
1943-04-22,"Amerika",10218,"UK","U-306","Claus von Trotha","Sunk",-42.8333333333333,57.5
1943-04-25,"Rosenborg",1997,"UK","U-386","Hans-Albrecht Kandler","Sunk",-15,61
1943-04-24,"Santa Catalina",6507,"USA","U-129","Hans-Ludwig Witt","Sunk",-70.9666666666667,30.7
1943-04-25,"Rouennais",3777,"France","U-455","Hans-Martin Scheibe","Sunk",-7.45,34.0333333333333
1943-04-25,"Empire Morn",7092,"UK","U-117","Hans-Werner Neumann","Total.Loss",-7.83333333333333,33.8666666666667
1943-04-27,"Merope",1162,"Netherlands","U-371","Waldemar Mehl","Sunk",4.03333333333333,36.95
1943-04-29,"Nanking",5931,"Sweden","U-123","Horst von Schroeter","Sunk",-11.1666666666667,5.16666666666667
1943-04-29,"McKeesport",6198,"USA","U-258","Wilhelm von Mässenhausen","Sunk",-34.3333333333333,60.8666666666667
1943-04-30,"Bandar Shahpour",5236,"UK","U-515","Werner Henke","Sunk",-13.8166666666667,7.25
1943-04-30,"Corabella",5682,"UK","U-515","Werner Henke","Sunk",-13.8166666666667,7.25
1943-04-30,"Nagina",6551,"UK","U-515","Werner Henke","Sunk",-13.8333333333333,7.31666666666667
1943-04-30,"Kota Tjandi",7295,"Netherlands","U-515","Werner Henke","Sunk",-13.8166666666667,7.25
1943-05-01,"Adelfotis",5838,"Greece","U-182","Asmus Nicolai Clausen","Sunk",-21.55,-3.53333333333333
1943-05-01,"City of Singapore",6555,"UK","U-515","Werner Henke","Sunk",-14.2666666666667,7.91666666666667
1943-05-01,"Clan Macpherson",6940,"UK","U-515","Werner Henke","Sunk",-14.2333333333333,7.96666666666667
1943-05-01,"Port Victor",12411,"UK","U-107","Harald Gelhaus","Sunk",-22.0333333333333,47.8166666666667
1943-05-04,"Lorient",4737,"UK","U-125","Ulrich Folkers","Sunk",-44.3,54.0666666666667
1943-05-05,"Bonde",1570,"Norway","U-266","Ralf von Jessen","Sunk",-44.3333333333333,53.4666666666667
1943-05-05,"Bristol City",2864,"UK","U-358","Rolf Manke","Sunk",-43.9166666666667,54
1943-05-05,"Holmbury",4566,"UK","U-123","Horst von Schroeter","Sunk",-10.3333333333333,4.5
1943-05-05,"Harperley",4586,"UK","U-264","Hartwig Looks","Sunk",-42.9666666666667,55
1943-05-05,"North Britain",4635,"UK","U-707","Günter Gretschel","Sunk",-42.7166666666667,55.1333333333333
1943-05-05,"Harbury",5081,"UK","U-628","Heinrich Hasenschar","Sunk",-42.9833333333333,55.0166666666667
1943-05-05,"Selvistan",5136,"UK","U-266","Ralf von Jessen","Sunk",-44.6666666666667,53.1666666666667
1943-05-05,"Wentworth",5212,"UK","U-358","Rolf Manke","Sunk",-43.9166666666667,53.9833333333333
1943-05-05,"Gharinda",5306,"UK","U-266","Ralf von Jessen","Sunk",-44.6666666666667,53.1666666666667
1943-05-05,"Dolius",5507,"UK","U-638","Oskar Staudinger","Sunk",-43.5833333333333,54
1943-05-05,"West Maximus",5561,"USA","U-264","Hartwig Looks","Sunk",-43,55.1666666666667
1943-05-05,"West Madaket",5565,"USA","U-584","Joachim Deecke","Sunk",-44.2,54.7833333333333
1943-05-04,"Panam",7277,"Panama","U-129","Hans-Ludwig Witt","Sunk",-76.2,34.1833333333333
1943-05-07,"Laconikos",3803,"Greece","U-89","Dietrich Lohmann","Sunk",-18.2166666666667,41.6666666666667
1943-05-07,"Samuel Jordan Kirkwood",7191,"USA","U-195","Heinz Buchholz","Sunk",-7,-15
1943-05-09,"Corneville",4544,"Norway","U-515","Werner Henke","Sunk",-1.16666666666667,4.83333333333333
1943-05-09,"Kanbe",6244,"UK","U-123","Horst von Schroeter","Sunk",-11.05,5.35
1943-05-11,"Grado",3082,"Norway","U-402","Siegfried Freiherr von Forstner","Sunk",-32.5,40.5
1943-05-11,"Antigone",4545,"UK","U-402","Siegfried Freiherr von Forstner","Sunk",-32.5,40.5
1943-05-11,"Nailsea Meadow",4962,"UK","U-196","Eitel-Friedrich Kentrat","Sunk",29.2166666666667,-32.0666666666667
1943-05-11,"Tinhow",5232,"UK","U-181","Wolfgang Lüth","Sunk",33.5,-25.25
1943-05-12,"Fort Concord",7138,"UK","U-456","Max-Martin Teichert","Sunk",-25.3333333333333,46.0833333333333
1943-05-12,"Brand",4819,"Norway","U-603","Rudolf Baltz","Sunk",-24.6833333333333,47.3166666666667
1943-05-12,"Cape Neddick",6797,"USA","U-195","Heinz Buchholz","Damaged",-1.36666666666667,-23.35
1943-05-12,"Sandanger",9432,"Norway","U-221","Hans-Hartwig Trojer","Sunk",-21,46
1943-05-13,"Mambi",1983,"Cuba","U-176","Reiner Dierksen","Sunk",-76.6666666666667,21.4166666666667
1943-05-13,"Nickeliner",2249,"USA","U-176","Reiner Dierksen","Sunk",-76.6666666666667,21.4166666666667
1943-05-15,"Maroussio Logothetis",4669,"Greece","U-105","Jürgen Nissen","Sunk",-14.4666666666667,5.46666666666667
1943-05-15,"Irish Oak",5589,"Ireland","U-607","Wolf Jeschonnek","Sunk",-25.8833333333333,47.85
1943-05-17,"Northmoor",4392,"UK","U-198","Werner Hartmann","Sunk",32.7166666666667,-28.45
1943-05-17,"Aymeric",5196,"UK","U-657","Heinrich Göllnitz","Sunk",-41.65,59.7
1943-05-18,"Empire Eve",5979,"UK","U-414","Walther Huth","Sunk",0.766666666666667,36.6166666666667
1943-05-18,"Fort Anne",7134,"UK","U-414","Walther Huth","Damaged",1.01666666666667,36.5833333333333
1943-05-19,"Angelus",255,"Canada","U-161","Albrecht Achilles","Sunk",-64,38.6666666666667
1943-05-27,"Sicilia",1633,"Sweden","U-181","Wolfgang Lüth","Sunk",35.2,-24.5166666666667
1943-05-20,"Benakat",4763,"Netherlands","U-197","Robert Bartels","Sunk",-12.9333333333333,-6.08333333333333
1943-05-28,"Cardinal Gibbons",7191,"USA","U-154","Oskar-Heinz Kusch","Damaged",-36.7166666666667,-3.93333333333333
1943-05-28,"John Worthington",8166,"USA","U-154","Oskar-Heinz Kusch","Total.Loss",-36.8,-3.86666666666667
1943-05-28,"Florida",8580,"USA","U-154","Oskar-Heinz Kusch","Damaged",-36.7166666666667,-3.93333333333333
1943-05-28,"Agwimonte",6679,"USA","U-177","Robert Gysae","Sunk",19.55,-34.95
1943-05-28,"Storaas",7886,"Norway","U-177","Robert Gysae","Sunk",19.55,-34.95
1943-05-29,"Hopetarn",5231,"UK","U-198","Werner Hartmann","Sunk",39.5333333333333,-30.8333333333333
1943-05-30,"Flora MacDonald",7177,"USA","U-126","Siegfried Kietz","Total.Loss",-13.3333333333333,7.25
1943-06-01,"Salabangka",6586,"Netherlands","U-178","Wilhelm Dommes","Sunk",30.3,-31.1333333333333
1942-08-14,"Standella",6197,"UK","U-598","Gottfried Holtorf","Damaged",NA,NA
1943-06-02,"Standella",6197,"UK","U-126","Siegfried Kietz","Damaged",-13.4333333333333,7.41666666666667
1943-06-03,"Halma",2937,"Panama","U-119","Horst-Tessen von Kameke","Sunk",-62.3833333333333,44.2833333333333
1943-06-03,"Boris",5166,"Greece","U-180","Werner Musenberg","Sunk",-18.6833333333333,-7.23333333333333
1943-06-05,"Dumra",2304,"UK","U-198","Werner Hartmann","Sunk",33.3333333333333,-28.25
1943-06-06,"William King",7176,"USA","U-198","Werner Hartmann","Sunk",34.25,-30.4166666666667
1943-06-07,"Harrier",193,"South.Africa","U-181","Wolfgang Lüth","Sunk",33.3333333333333,-25.8333333333333
1943-06-10,"Esso Gettysburg",10173,"USA","U-66","Friedrich Markworth","Sunk",-79.2833333333333,31.0333333333333
1943-06-12,"Palima",1179,"Netherlands","U-97","Hans-Georg Trox","Sunk",35.25,33.6
1943-06-15,"BTSC-411 Zashchitnik (No 26)",441,"USSR","U-24","Klaus Petersen","Sunk",NA,NA
1943-06-17,"Yoma",8131,"UK","U-81","Johann-Otto Krieg","Sunk",22.0666666666667,33.05
1943-06-20,"Santa Maria",6507,"USA","U-214","Rupprecht Stock","Damaged",-17.4666666666667,14.5666666666667
1943-06-21,"Brinkburn",1598,"UK","U-73","Horst Deckert","Sunk",2.36666666666667,36.8833333333333
1943-06-21,"Venezia",1673,"Sweden","U-513","Friedrich Guggenberger","Sunk",-38.6333333333333,-25.8333333333333
1943-06-22,"USS LST-333",1625,"USA","U-593","Gerd Kelbling","Total.Loss",4.01666666666667,36.9833333333333
1943-06-22,"USS LST-387",1625,"USA","U-593","Gerd Kelbling","Damaged",4.01666666666667,36.9833333333333
1943-06-22,"Lot",4220,"France","U-572","Heinz Kummetat","Sunk",-43.1666666666667,23.9333333333333
1943-06-25,"Eagle",6003,"USA","U-513","Friedrich Guggenberger","Damaged",-41.8833333333333,-23.1166666666667
1943-06-26,"Nelly",80,"Syria","U-81","Johann-Otto Krieg","Sunk",NA,NA
1943-06-26,"Toufic Allah",75,"Syria","U-81","Johann-Otto Krieg","Sunk",NA,NA
1943-06-27,"Michalios",3742,"Greece","U-81","Johann-Otto Krieg","Sunk",-35.6333333333333,35.55
1943-06-27,"Sebastian Cermeno",7194,"USA","U-511","Fritz Schneewind","Sunk",50.1666666666667,-29
1943-06-27,"Abbeydale",8299,"UK","U-73","Horst Deckert","Damaged",1.91666666666667,36.8833333333333
1943-06-28,"Vernon City",4748,"UK","U-172","Carl Emmermann","Sunk",-27.5,-4.5
1943-07-01,"Tutoya",1125,"Brazil","U-513","Friedrich Guggenberger","Sunk",-47.3166666666667,-24.7166666666667
1943-06-30,"Oligarch",6894,"UK","U-453","Egon Reiner Freiherr von Schlippenbach","Damaged",21.1666666666667,32.95
1943-07-02,"Hoihow",2798,"UK","U-181","Wolfgang Lüth","Sunk",55.5,-19.5
1943-07-02,"Empire Kohinoor",5225,"UK","U-618","Kurt Baberg","Sunk",-16.5,6.33333333333333
1943-07-02,"Bloody Marsh",10195,"USA","U-66","Friedrich Markworth","Sunk",-78.95,31.55
1943-07-03,"Elihu B. Washburne",7176,"USA","U-513","Friedrich Guggenberger","Sunk",-45.1833333333333,-24.05
1943-07-04,"Breiviken",2669,"Norway","U-178","Wilhelm Dommes","Sunk",37.8333333333333,-21.8333333333333
1943-07-04,"Michael Livanos",4774,"Greece","U-178","Wilhelm Dommes","Sunk",36.7833333333333,-22.8666666666667
1943-07-04,"PelotaslÃ³ide",5228,"Brazil","U-590","Werner Krüer","Sunk",-47.6,-0.4
1943-07-04,"St. Essylt",5634,"UK","U-375","Jürgen Könenkamp","Sunk",1.51666666666667,36.7333333333333
1943-07-04,"City of Venice",8762,"UK","U-409","Hanns-Ferdinand Massmann","Sunk",1.41666666666667,36.7333333333333
1943-07-05,"Maltran",3513,"USA","U-759","Rudolf Friedrich","Sunk",-74.95,18.1833333333333
1943-07-05,"Devis",6054,"UK","U-593","Gerd Kelbling","Sunk",4.16666666666667,37.0166666666667
1943-07-06,"Hydraios",4476,"Greece","U-198","Werner Hartmann","Sunk",35.2,-24.7333333333333
1943-07-06,"Shahjehan",5454,"UK","U-453","Egon Reiner Freiherr von Schlippenbach","Sunk",21.5333333333333,33.0166666666667
1943-07-06,"Jasper Park",7129,"Canada","U-177","Robert Gysae","Sunk",42.25,-32.8666666666667
1943-07-07,"Leana",4742,"UK","U-198","Werner Hartmann","Sunk",35.55,-25.1
1943-07-07,"S.B. Hunt",6840,"USA","U-185","August Maus","Damaged",-36.3666666666667,-3.85
1942-05-23,"William Boyce Thompson",7061,"USA","U-558","Günther Krech","Damaged",NA,NA
1943-07-07,"William Boyce Thompson",7061,"USA","U-185","August Maus","Sunk",-35.9666666666667,-4.08333333333333
1943-07-07,"James Robertson",7176,"USA","U-185","August Maus","Sunk",-35.9666666666667,-4.08333333333333
1943-07-07,"Thomas Sinnickson",7176,"USA","U-185","August Maus","Sunk",-36.3666666666667,-3.85
1943-07-06,"Poelau Roebiah",9251,"Netherlands","U-759","Rudolf Friedrich","Sunk",-75.95,17.9333333333333
1943-07-08,"Everagra",3702,"Latvia","U-510","Alfred Eick","Damaged",-50.3333333333333,5.83333333333333
1943-07-08,"Eldena",6900,"USA","U-510","Alfred Eick","Sunk",-50.3333333333333,5.83333333333333
1943-07-08,"B.P. Newton",10324,"Norway","U-510","Alfred Eick","Sunk",-50.3333333333333,5.83333333333333
1943-07-09,"Manchester Citizen",5343,"UK","U-508","Georg Staats","Sunk",2.36666666666667,5.83333333333333
1943-07-09,"De la Salle",8400,"UK","U-508","Georg Staats","Sunk",2.36666666666667,5.83333333333333
1943-07-09,"Samuel Heintzelman",7176,"USA","U-511","Fritz Schneewind","Sunk",81,-9
1943-07-10,"Scandinavia",1641,"Sweden","U-510","Alfred Eick","Sunk",-48.5,8.35
1942-05-13,"Gulfprince",6561,"USA","U-507","Harro Schacht","Damaged",NA,NA
1943-07-10,"Gulfprince",6561,"USA","U-371","Waldemar Mehl","Damaged",5.2,37.2166666666667
1943-07-10,"Alice F. Palmer",7176,"USA","U-177","Robert Gysae","Sunk",44.3333333333333,-26.5
1943-07-10,"Matthew Maury",7176,"USA","U-371","Waldemar Mehl","Damaged",5.2,37.2166666666667
1943-07-11,"Mary Livanos",4771,"Greece","U-178","Wilhelm Dommes","Sunk",40.75,-15.6666666666667
1943-07-12,"African Star",6507,"USA","U-172","Carl Emmermann","Sunk",-40.5833333333333,-25.7666666666667
1943-07-14,"Robert Bacon",7197,"USA","U-178","Wilhelm Dommes","Sunk",41.2166666666667,-15.4166666666667
1943-07-14,"Harvard",114,"UK","U-572","Heinz Kummetat","Sunk",-60.3333333333333,10.0833333333333
1943-07-15,"Gilbert B. Walters",176,"UK","U-572","Heinz Kummetat","Sunk",-59.8333333333333,9.66666666666667
1943-07-15,"Empire Lake",2852,"UK","U-181","Wolfgang Lüth","Sunk",51.7833333333333,-21.45
1943-07-15,"Harmonic",4558,"UK","U-172","Carl Emmermann","Sunk",-33,-23
1943-07-15,"Twickenham",4762,"UK","U-135","Otto Luther","Damaged",-13.3,28.6
1943-07-16,"Kaipara",5882,"UK","U-306","Claus von Trotha","Damaged",-17.7166666666667,13.5
1943-07-16,"Fort Franklin",7135,"UK","U-181","Wolfgang Lüth","Sunk",51.3666666666667,-22.6
1943-07-16,"Richard Caswell",7177,"USA","U-513","Friedrich Guggenberger","Sunk",-46.5,-28.1666666666667
1943-07-17,"City of Canton",6692,"UK","U-178","Wilhelm Dommes","Sunk",41.1666666666667,-13.8666666666667
1943-07-18,"Incomati",7369,"UK","U-508","Georg Staats","Sunk",4.25,3.15
1943-07-22,"Empire Moon",7472,"UK","U-81","Johann-Otto Krieg","Total.Loss",15.3333333333333,36.7166666666667
1943-07-22,"Cherry Valley",10172,"USA","U-66","Friedrich Markworth","Damaged",-68.5833333333333,25.1666666666667
1943-07-23,"HMS Newfoundland (59)",8800,"UK","U-407","Ernst-Ulrich Brüller","Damaged",15.4,37.05
1943-07-24,"Henzada",4161,"UK","U-199","Hans-Werner Kraus","Sunk",-44,-25.5
1943-07-24,"Fort Chilcotin",7133,"UK","U-172","Carl Emmermann","Sunk",-32.5833333333333,-15.05
1943-07-24,"Pegasus",9583,"Sweden","U-197","Robert Bartels","Sunk",37.6666666666667,-28.0833333333333
1943-07-25,"T-904 (No 58)",557,"USSR","U-625","Hans Benker","Sunk",59.9333333333333,69.5666666666667
1943-07-27,"Akademik Shokalskij",411,"USSR","U-255","Erich Harms","Sunk",NA,NA
1943-07-28,"Rosalia",3177,"Netherlands","U-615","Ralph Kapitzky","Sunk",-69.2166666666667,12.1166666666667
1943-07-29,"Cornish City",4952,"UK","U-177","Robert Gysae","Sunk",52.1666666666667,-27.3333333333333
1943-07-30,"T-911 (No 65)",559,"USSR","U-703","Joachim Brünner","Sunk",51.8333333333333,71.1166666666667
1943-07-30,"William Ellery",7181,"USA","U-197","Robert Bartels","Damaged",36,-32
1943-07-30,"Emba",7886,"USSR","U-24","Klaus Petersen","Total.Loss",NA,NA
1943-08-01,"BagÃ©",8235,"Brazil","U-185","August Maus","Sunk",-36.9666666666667,-11.4833333333333
1943-08-01,"Mangkalihat",8457,"Netherlands","U-198","Werner Hartmann","Sunk",34.2333333333333,-25.1
1943-08-03,"City of Oran",7323,"UK","U-196","Eitel-Friedrich Kentrat","Sunk",41.2666666666667,-13.75
1943-08-04,"Dalfram",4558,"UK","U-181","Wolfgang Lüth","Sunk",56.7166666666667,-20.8833333333333
1943-08-05,"USS Plymouth (PG 57)",2265,"USA","U-566","Hans Hornkohl","Sunk",-74.4833333333333,36.2833333333333
1943-08-05,"Efthalia Mari",4195,"Greece","U-177","Robert Gysae","Sunk",48.9166666666667,-24.35
1943-08-05,"Majakovski",80,"USSR","U-212","Helmut Vogler","Sunk",51.85,68.6666666666667
1943-08-06,"Fort Halkett",7133,"UK","U-185","August Maus","Sunk",-26.8333333333333,-9.5
1943-08-07,"Fernhill",4116,"Norway","U-757","Friedrich Deetz","Sunk",-19.25,6.96666666666667
1943-08-07,"Umvuma",4419,"UK","U-181","Wolfgang Lüth","Sunk",57.2333333333333,-20.3
1943-08-07,"Contractor",6004,"UK","U-371","Waldemar Mehl","Sunk",7.35,37.25
1943-08-12,"Clan Macarthur",10528,"UK","U-181","Wolfgang Lüth","Sunk",53.1833333333333,-23
1943-08-17,"Empire Stanley",6921,"UK","U-197","Robert Bartels","Sunk",48.25,-27.1333333333333
1943-08-20,"El Sayeda",68,"Egypt","U-596","Victor-Wilhelm Nonn","Sunk",NA,NA
1943-08-21,"Panikos",21,"UK","U-596","Victor-Wilhelm Nonn","Sunk",34.7166666666667,33.7
1943-08-21,"Namaz",50,"UK","U-596","Victor-Wilhelm Nonn","Sunk",34.7166666666667,33.7
1943-08-21,"Lily",132,"Palestine","U-596","Victor-Wilhelm Nonn","Sunk",NA,NA
1943-08-22,"DB-36 (No 363)",16,"USSR","U-24","Klaus Petersen","Sunk",NA,NA
1943-08-22,"DB-37 (No 365)",16,"USSR","U-24","Klaus Petersen","Sunk",NA,NA
1943-08-24,"Shkval",35,"USSR","U-23","Rolf-Birger Wahlen","Sunk",NA,NA
1943-08-25,"ASO-1 Shkval",572,"USSR","U-625","Hans Benker","Sunk",60.5666666666667,69.7166666666667
1943-08-23,"Pierre SoulÃ©",7191,"USA","U-380","Josef Röther","Damaged",12.9166666666667,38.3166666666667
1943-08-26,"Richard Henderson",7194,"USA","U-410","Horst-Arno Fenski","Sunk",8.4,37.25
1943-08-26,"John Bell",7242,"USA","U-410","Horst-Arno Fenski","Sunk",8.4,37.25
1943-08-27,"Petrovskij",3771,"USSR","U-354","Karl-Heinz Herbschleb","Damaged",84.5,75.25
1943-08-28,"Dikson",2920,"USSR","U-302","Herbert Sickel","Sunk",89.6333333333333,75.7166666666667
1943-08-28,"Albert Gallatin",7176,"USA","U-107","Volker Simmermacher","Damaged",NA,NA
1943-08-29,"TSC-11 Dzhalita",400,"USSR","U-18","Karl Fleige","Sunk",40.8,42.5
1943-08-30,"SKA-0132",56,"USSR","U-18","Karl Fleige","Damaged",41.3166666666667,42.7166666666667
1943-08-30,"Nagwa",183,"Egypt","U-596","Victor-Wilhelm Nonn","Sunk",33.3333333333333,34.6666666666667
1943-09-06,"HMS Puckeridge (L 108)",1050,"UK","U-617","Albrecht Brandi","Sunk",-4.73333333333333,36.1
1943-09-06,"Tbilisi",7169,"USSR","U-636","Hans Hildebrandt","Sunk",80.6,72.5833333333333
1943-09-07,"Hamidieh",80,"Egypt","U-596","Victor-Wilhelm Nonn","Sunk",33.0833333333333,34.0333333333333
1943-09-11,"USS Rapidan (AO 18)",8246,"USA","U-107","Volker Simmermacher","Damaged",-79.7166666666667,32.65
1943-09-19,"Fort Longueuil",7128,"UK","U-532","Ottoheinrich Junker","Sunk",68,-10
1943-09-20,"HMCS St. Croix (I 81)",1190,"Canada","U-305","Rudolf Bahr","Sunk",-31.1666666666667,57.5
1943-09-20,"HMS Lagan (K 259)",1370,"UK","U-270","Paul-Friedrich Otto","Total.Loss",-27.4666666666667,57.15
1943-09-20,"St. Usk",5472,"UK","U-161","Albrecht Achilles","Sunk",-29.4666666666667,-16.5
1943-09-20,"Theodore Dwight Weld",7176,"USA","U-238","Horst Hepp","Sunk",-28.1333333333333,57.05
1943-09-20,"Frederick Douglass",7176,"USA","U-238","Horst Hepp","Damaged",NA,NA
1943-09-20,"Frederick Douglass",7176,"USA","U-645","(R) Otto Ferro","Sunk",-28.1333333333333,57.05
1943-09-21,"HMS Polyanthus (K 47)",925,"UK","U-952","Oskar Curio","Sunk",-31.1666666666667,57
1943-09-21,"Cornelia P. Spencer",7176,"USA","U-188","Siegfried Lüdden","Sunk",50.1666666666667,2.13333333333333
1943-09-21,"William W. Gerhard",7176,"USA","U-593","Gerd Kelbling","Sunk",14.7166666666667,40.0833333333333
1943-09-23,"HMS Itchen (K 227)",1370,"UK","U-666","Herbert Engel","Sunk",-39.7,53.4166666666667
1943-09-23,"Oregon Express",3642,"Norway","U-238","Horst Hepp","Sunk",-39.8333333333333,53.6666666666667
1943-09-23,"Skjelbred",5096,"Norway","U-238","Horst Hepp","Sunk",-40.4,53.3
1943-09-23,"Steel Voyager",6198,"USA","U-952","Oskar Curio","Sunk",-40.4,53.3
1943-09-23,"Fort Jemseg",7134,"UK","U-238","Horst Hepp","Sunk",-40.4,53.3
1943-09-23,"James Gordon Bennett",7176,"USA","U-952","Oskar Curio","Damaged",-40,53
1943-09-25,"USS Skill (AM 115)",815,"USA","U-593","Gerd Kelbling","Sunk",14.5833333333333,40.3333333333333
1943-09-26,"ItapagÃ©",4998,"Brazil","U-161","Albrecht Achilles","Sunk",-35.9,-10.0833333333333
1943-09-26,"Christian Michelsen",7176,"Norway","U-410","Horst-Arno Fenski","Sunk",8.43333333333333,37.2
1943-09-29,"Banffshire",6479,"UK","U-532","Ottoheinrich Junker","Sunk",71.3333333333333,9.43333333333333
1943-10-01,"T-896 (No 42)",611,"USSR","U-960","Günther Heinrich","Sunk",83.4166666666667,75.4666666666667
1943-10-01,"Empire Commerce",3722,"UK","U-410","Horst-Arno Fenski","Total.Loss",6.66666666666667,37.3166666666667
1943-10-01,"Sergej Kirov",4146,"USSR","U-703","Joachim Brünner","Sunk",83.8666666666667,75.8
1943-10-01,"Fort Howe",7133,"UK","U-410","Horst-Arno Fenski","Sunk",6.66666666666667,37.3166666666667
1943-10-01,"Tahsinia",7267,"UK","U-532","Ottoheinrich Junker","Sunk",74.6333333333333,6.85
1943-10-02,"Haiching",2183,"UK","U-168","Helmuth Pich","Sunk",71.9166666666667,18.7666666666667
1943-10-02,"Stanmore",4970,"UK","U-223","Karl-Jürg Wächter","Total.Loss",1.16666666666667,36.6833333333333
1943-10-04,"Marit",5542,"Norway","U-596","Victor-Wilhelm Nonn","Sunk",21.1833333333333,32.95
